ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Endangerment code,In Europe
488,Mator,,,Russian Federation,RUS,,Extinct,"Taigi, Karagas (dialects); тайгийский, карагасский",,0.0,Eugen Helimski: Die matorische Sprache: Wörterverzeichnis – Grundzüge der Grammatik – Sprachgeschichte. Unter Mitarbeit von Beáta Nagy. Studia Uralo-Altaica 41; Szeged 1997.,54.0593,95.4492,"the northern slopes of the Eastern Sayan mountains, extending from the eastern part of the Minusinsk region in the west (dialects Mator proper and Taigi) to the Baikal region in the east (Karagas Samoyed); Mator has two ISO codes",5,True
390,Mozarabic,,,Spain,ESP,,Extinct,,,0.0,,37.4574,-3.988,southern Spain,5,True
395,Old Prussian,,,Russian Federation,RUS,,Extinct,,,0.0,,54.8987,20.4895,Samland and Kurische Nehrung in East Prussia,5,True
158,Old Sirenik,vieux sirenik,sirenik antiguo,Russian Federation,RUS,ysr,Extinct,,,0.0,"Г. А. Меновщиков: Сиреникских эскимосов язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 81–84. | Nikolai Vakhtin: Siberian Yupik and other languages of Chukotka. — Bicultural education in the North: Ways of preserving and enhancing. indigenous peoples’ languages and traditional knowledge. Edited by Erich Kasten. Münster: Waxmann, 1998. http://www.siberian-studies.org/publications/PDF/bevakhtin.pdf",64.4194,-173.9657,the village of Sireniki [Сиреники] in Chukchi Autonomous District,5,True
403,Polabian,,,Germany,DEU,,Extinct,,,0.0,"Ewa Rzetelska-Feleszko: Polabisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 363–366.",53.094,11.3461,"the Elbe River basin in northeastern Germany, last in Altmark in the north of Saxony-Anhalt and in south-western Mecklenburg",5,True
1610,Pumpokol,,,Russian Federation,RUS,,Extinct,,,0.0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",58.6397,87.517,"the region of the upper Ket’, an eastern tributary to the upper Ob’",5,True
689,Seward Peninsula Inupiaq (Big Diomede Island),inupiaq de la péninsule de Seward (Grande Diomède),inuit de la Península Seward (i. Gran Diómedes),Russian Federation,RUS,esk,Extinct,Qawiaraq,,0.0,"Г. А. Меновщиков: Эскимосов Берингова пролива язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 84–86.",65.7853,-169.0686,Big Diomede Island in Chukchi Autonomous District,5,True
413,Slovincian,slovince,eslovincio,Poland,POL,csb,Extinct,,,0.0,"Ewa Rzetelska-Feleszko: Slowinzisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 509–512.",54.6484,17.2485,the parishes of Smołdzino and Gardna in Pomerania in present-day Poland; an extinct outlying dialect of Kashubian not listed separately by the SIL,5,True
499,Southern Kamchadal,,,Russian Federation,RUS,,Extinct,,,0.0,"А. П. Володин: Ительменский язык. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 60–71.",52.6963,156.7089,"the southern part of Kamchatka, possibly mainly on the eastern coast",5,True
677,Southern Khanty,khanty méridional,jantí meridional,Russian Federation,RUS,kca,Extinct,,,0.0,"Daniel Abondolo: Khanty. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 358–386.",60.4301,69.9829,"the lower Irtysh basin and on its tributaries, within Uvat County in Tyumen’ Province and Konda and Khanty-Mansiysk counties in Khanty-Mansi Autonomous District",5,True
678,Southern Mansi,mansi du Sud,mansí meridional,Russian Federation,RUS,mns,Extinct,Tavda Mansi,,0.0,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",58.4362,65.5664,"earlier the southern parts of Yekaterinburg Province and adjacent parts of neighbouring regions extending to the west of the Urals; the last speakers lived in the region of the lower Tavda, a tributary to the lower Tobol’-Irtysh, in the border area of Nizhnyaya Tavda County in Tyumen’ Province and Tavda County in Yekaterinburg Province",5,True
1449,Soyot,soyote,tuva,Russian Federation,RUS,,Extinct,,,0.0,В. И. Рассадин: Сойотско-бурятско-русский словарь. Улан-Удэ 2003. ,52.0406,101.0659,Oka County of the Republic of Buryatia,5,True
644,Ubykh (Caucasus),oubykh (Causase),ubijé (Cáucaso),Russian Federation,RUS,uby,Extinct,,,0.0,,43.5585,39.8597,originally the Black Sea coast north from Khosta in what is now the southernmost part of Krasnodar Region,5,True
722,Western Mansi,mansi occidental,mansi occidental,Russian Federation,RUS,mns,Extinct,,,0.0,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",61.1432,62.4023,"the region of the source rivers of the Tavda, a tributary to the lower Tobol’-Irtysh, within Ivdel’ and Gari counties in Yekaterinburg Province",5,True
1601,Yola,,,Ireland,IRL,,Extinct,Fingalian (dialect),,0.0,"D. Ó Muirthe & T. P. Dolan: The dialect of Forth and Bargy. Dublin: Four Courts Press, 1996.",52.2266,-6.4846,the baronies of Forth and Bargy in County Wexford; Fingalian in Fingal in County Dublin; an outlying dialect of English,5,True
509,Yug,yug,yuguí,Russian Federation,RUS,"yug, yuu",Extinct,Southern Ket; Sym Ket; “Yugh”,,0.0,"Г. К. Вернер: Енисейские языки. — Языки мира: Палеоазиатские языки. Москва: Индрик, 1997. 169–177.",61.0901,88.1982,"originally the basins of the rivers Sym, Kas, and Dubches, western tributaries to the middle Yenisey opposite to the Podkamennaya Tunguska, later the villages of Vorogovo in Turukhansk County and Yartsevo in Yeniseysk County in Krasnoyarsk Region; Yug has two ISO codes",5,True
510,Yurats,,,Russian Federation,RUS,,Extinct,,,0.0,"Е. А. Хелимский: Об одном переходном северносамодийском диалекте (к исторической диалектологии ненецкого языка). — Компаративистика, уралистика: лекции и статьи. Москва: Языки русской культуры, 2000. 50–55.",69.2872,81.914,the tundra zone to the west of the lower Yenisey basin,5,True
1011,Alemannic,alémanique,alemánico,"Germany, Austria, France, Italy, Liechtenstein, Switzerland","DEU, AUT, FRA, ITA, LIE, CHE","gsw, swg, wae",Vulnerable,"Alsatian, Swabian, Walser (in English); alsacien (in French)",,,"Werner König: dtv-Atlas Deutsche Sprache. 13. durchgesehene Auflage. München: Deutscher Taschenbuch Verlag, 2001.",47.2792,7.6904,"the Germanic-speaking part of Switzerland; central and southern Baden-Württemberg and the Swabia region in Bavaria, Germany; the state of Vorarlberg and parts of the Reutte district in Tyrol, Austria; all of Liechtenstein: entire country; most of Alsace, France; parts of the Aosta Valley and northern Piedmont, Italy; ‘Alemán Coloneiro’ spoken in Colonia Tovar, Venezuela, is based on Alemannic",1,True
333,Auvergnat,auvergnat,auvernés,France,FRA,oci,Severely endangered,occitan auvergnat; auvernhàs,auvernhat,,,45.1278,3.1311,"the departments of Cantal (except Aurillac region), Haute-Loire, and Puy-de-Dôme, and extending to the Gannat region in Allier, the Saint-Bonnet-le-Château region in Loire, and the western border areas in Ardèche; the original ISO code [auv] for Auvergnat has been retired on false grounds",3,True
1334,Baraba Tatar,tatar baraba,tártaro de Baraba,Russian Federation,RUS,,Severely endangered,,,,"Л. В. Дмитриева: Язык барабинских татар (материалы и исследования). Ленинград: Наука, 1981.",55.2478,77.893,the Baraba steppes in the western parts of Novosibirsk Province; an outlying dialect of Tatar not listed at all by the SIL,3,True
1019,Bavarian,bavarois,bávaro,"Germany, Austria, Hungary, Italy, Switzerland, Czech Republic","DEU, AUT, HUN, ITA, CHE, CZE",bar,Vulnerable,,,,http://www.phil.uni-passau.de/die-fakultaet/lehrstuehle-professuren/germanistik/deutschesprachwissenschaft/forschung/sprachraumforschung/sbub.html ,48.4146,12.6123,"Upper Bavaria, Lower Bavaria and the Upper Palatinate in Bavaria, Germany; all of Austria except the state of Vorarlberg and parts of the Reutte district in Tyrol; the village of Samnaun in Graubünden, Switzerland; the province of South Tyrol, Italy",1,True
1521,Burgundian,bourguignon,borgoñón,France,FRA,fra,Severely endangered,Morvan; morvandiau; bourguignon-morvandiau,,,,47.2344,4.2517,Bourgogne; a regional language not recognized by the SIL,3,True
2185,Cappadocian Greek (Greece),grec cappadocien (Grèce),griego capadocio (Grecia),Greece,GRC,cpg,Critically endangered,,,,https://biblio.ugent.be/input/download?func=downloadFile&fileOId=762891&recordOId=741991,40.9798,24.104,"originally in central Turkey, where now extinct, cf. Cappadocian Greek (Turkey); Cappadocian Greek was thought to be extinct in Greece as well until Mark Janse and Dimitris Papazachariou discovered speakers in 2005; an outlying dialect of Greek",4,True
1520,Champenois,champenois,champañés,"Belgium, France","BEL, FRA",fra,Severely endangered,,,,,48.6474,4.3725,"Champagne, France, and adjacent regions of Belgium; a regional language not recognized by the SIL",3,True
367,Corfiot Italkian,italkien de Corfou,italkiano de Corfú,Greece,GRC,,Critically endangered,Corfiote Italkian; Judeo-Italian,,,,39.5908,19.8591,Corfu; an outlying dialect of Venetan not listed at all by the SIL,4,True
1335,Crimean Turkish,turc de Crimée,turco crimeano,Ukraine,UKR,,Severely endangered,крымскоосманский; крымско-турецкий; крымскотурецкий,,,"С. Р. Изидинова: Крымскотатарский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997.",44.6764,34.3267,"originally spoken in a number of villages in the Yalta region along the southern shores of the Crimea, but the speakers were deported to Central Asia after the Second World War; an outlying dialect of Turkish not listed at all by the SIL",3,True
1596,East Franconian,francique oriental,franconio oriental,"Germany, Czech Republic","DEU, CZE",vmf,Vulnerable,"Ostfränkisch (in German); Franconian (colloquial); dialects: Main Franconian (Mainfränkisch), Upper Franconian (Oberfränkisch)",,,http://vmf.i-iter.org/,50.0571,10.7336,"Franconia region in northern Bavaria and southern Thuringia, Germany; formerly also in a small area north of Cheb (Eger), Czech Republic; both the region and the classification in the Ethnologue are incorrect",1,True
721,Eastern Mansi,mansi oriental,mansí oriental,Russian Federation,RUS,mns,Critically endangered,Konda Mansi,,,"Laszlo Keresztes: Mansi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 387–427.",60.7752,67.6098,"the basin of the river Konda, a western tributary to the lower Irtysh, mainly in Konda County and the southern parts of Sovetskiy County in Khanty-Mansi Autonomous District",4,True
478,Even (Kamtchatka),évène (Kamtchatka),evén (Kamchatka),Russian Federation,RUS,eve,Severely endangered,,,,А. А. Бурыкин: Эвенский язык http://lingsib.iea.ras.ru/ru/languages/even.shtml,56.062,158.9501,a small diaspora group in the Bystraya region of central Kamchatka in Kamchatka Province and several areas in Koryak Autonomous District,3,True
471,Even (Siberia),évène (Sibérie),evén (Siberia),Russian Federation,RUS,eve,Severely endangered,,,,А. А. Бурыкин: Эвенский язык http://lingsib.iea.ras.ru/ru/languages/even.shtml,67.6593,134.6594,"Allaykhovskiy, Momskiy, Tomponskiy, Middle Kolyma (Srednekolymskiy), Verkhoyansk, Ust’-Yansk, Kobyay, Lower Kolyma (Nizhnekolymskiy), Upper Kolyma (Verkhnekolymskiy), Oymyakonskiy, Abyy, Bulun and Eveno-Batantay counties in the Republic of Sakha (Yakutia); Ola, Northern Even (Severo-Evenskiy), Omsukchan, Ten’kinskiy and Yagodnoye counties in Magadan Province; Okhota County in Khabarovsk Region; Bilibino and Anadyr counties in Chukchi Autonomous District; cf. Even (Kamtchatka)",3,True
674,Evenki (Northern Siberia),evenki (Sibérie du nord),evenki (Siberia septentrional),Russian Federation,RUS,"evn, orh",Severely endangered,,,,"В. И. Цинциус: Эвенкийский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. 267–283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. — Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109–121.",64.2875,100.2282,"the Republic of Sakha (Yakutia), the former Evenki Autonomous District including adjacent regions of the former Taymyr (Dolgan and Nenets) Autonomous District and Krasnoyarsk Region; cf. Evenki (Southern Siberia)",3,True
495,Evenki (Sakhalin),evenki (Sakhalin),evenki(Sajalín),Russian Federation,RUS,"evn, orh",Severely endangered,,,,"В. И. Цинциус: Эвенкийский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. 267–283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. — Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109–121.",51.727,142.5585,settlements in Sakhalin Province; cf. Evenki (Southern Siberia),3,True
1522,Franc-Comtois,franc-comtois,franco-condado,"France, Switzerland","FRA, CHE",fra,Severely endangered,,,,,47.2829,6.5093,"the northern part of the Franche-Comté region and Sundgau in the Alsace region, France; the Canton of Jura and the Bernese Jura region in the Canton of Berne, Switzerland; a regional language not recognized by the SIL",3,True
354,Gagauz (Deli Orman),gagaouze (Deli Orman),gagauso  (Deli Orman),Bulgaria,BGR,"bgx, gag",Critically endangered,Gajal (local name),,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.5963,26.8286,the region of Deli Orman in Bulgaria,4,True
673,Gagauz (South Balkans),gagaouze (Balkans du sud),gagauso (sur de los Balcanes),"Greece, The former Yugoslav Republic of Macedonia, Turkey","GRC, MKD, TUR","bgx, gag",Severely endangered,,,,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",41.4633,22.6977,Strumica in southeastern part of the FYROM; the region of Evros in northeastern Greece; Surguch in the region of Edirne (Adrianople) in Turkey,3,True
1346,Gottscheerish,gottscheerish,gottscheerish,Slovenia,SVN,,Critically endangered,Granish,,,,45.6332,14.8123,"originally the Gottschee (Kočevje) region in southern Slovenia, but the speakers were resettled during the Second World War, and now live scattered practically all around the world; an outlying dialect of Bavarian not listed at all by the SIL",4,True
374,Judezmo (Europe),judéo-espagnol  (Europe),sefardí (Europa),"Albania, Algeria, Bosnia and Herzegovina, Bulgaria, Croatia, Greece, The former Yugoslav Republic of Macedonia, Morocco, Romania, Turkey, Serbia","ALB, DZA, BIH, BGR, HRV, GRC, MKD, MAR, ROU, TUR, SRB",lad,Severely endangered,Ladino; Judeo-Spanish; Sephardic; Haketía (local name in Morocco),,,"Armin Hetzer: Sephardic. — Minor languages of Europe. Thomas Stolz (ed.). Bochum-Essener Beiträge zur Sprachwandelforschung 30, Bochum: Brockmeyer, 2001. | Muhamed Nezirović: Judenspanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 101–116.",41.2607,28.4985,"traditionally Greece and Turkey, primarily in the historical provinces of Macedonia and Thrace, but also elsewhere in the Balkans, as well as Morocco, Ceuta, Melilla and Algeria in North Africa; now a few locations in Turkey, where largely concentrated in Istanbul (traditionally in the quarters of Balat and Hasköy), by probably less than 10,000 speakers; in Greece or elsewhere in the Balkans there are very few if any Judezmo speakers left after the Holocaust, and in North Africa the language is extinct",3,True
1598,Kili,kili,kili,Russian Federation,RUS,gld,Severely endangered,Kur-Urmi Nanay; Kur-Urmi Nanai,,,"Л. И. Сем: Нанайский язык. — Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997. | А. В. Столяров: Нанайский язык. — Языки народов России: Красная книга. Москва: Academia, 2002. 118–124. | А. Х. Гирфанова: Нанайский язык http://lingsib.unesco.ru/ru/languages/nanai.shtml.htm",48.8068,134.121,the region of the Kur and Urmi rivers in Khabarovsk Region,3,True
380,Livonian,live,livón,Latvia,LVA,liv,Critically endangered,līvõ kēļ; lībiešu valoda,rānda kēļ,,"Christopher Moseley: Livonian. Languages of the world: Materials 144; Muenchen: LINCOM EUROPA, 2002.",57.6101,22.2802,the northern coast of Curonia in the northwest; formerly also the historical province of Livonia east of the Gulf of Riga,4,True
1519,Lorrain,lorrain,loreno,"Belgium, France","BEL, FRA",fra,Severely endangered,,,,,48.8357,6.0644,"Lorraine, France, and Gaume in Belgium; a regional language not recognized by the SIL",3,True
464,Nivkh (Amur),nivkhe (Amour),nivejí (Amur),Russian Federation,RUS,niv,Critically endangered,,,,To be moved in a private field: potential contact Ludmila Andreeva,53.2684,140.4107,"Khabarovsk Region: the village of Aleyevka on the Amur River in Komsomol’sk County is the only distinct Nivkh community; other villages in the same county with Nivkh population include Vlas’yevo, Baydukovo, Makarovka and Tneyvakh",4,True
348,Nogay (Crimea),nogaï (Crimée),nogái (Crimea),Ukraine,UKR,nog,Severely endangered,,,,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",45.9435,33.9477,before the deportations to Central Asia after the Second World War around Perekop in the northern steppe area of the Crimea; Nogay in the Crimea and Dobruja subsumed under Crimean Tatar [crh] by the SIL,3,True
391,Nogay (Dobruja),nogaï (Dobroudja),nogái (Dobruja),Romania,ROU,nog,Severely endangered,,,,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",44.6491,27.8173,"the town of Mihail Kogălniceanu (Karamurat) and the villages of Lumina (Kocali), Valea Dacilor (Hendekkarakuyusu) and Cobadin (Kubadin) in Dobruja; Nogay in the Crimea and Dobruja subsumed under Crimean Tatar [crh] by the SIL",3,True
392,Norman,normand,normando,France,FRA,nrn,Severely endangered,,,,,49.081,-0.6591,the regions of Upper Normandy (Haute-Normandie) and Lower Normandy (Basse-Normandie); a regional language not recognized by the SIL,3,True
500,Northern Altay,altaï septentrional,altái septentrional,Russian Federation,RUS,atv,Severely endangered,"dialects: Tuba, Kumandy, Chalkan (Kuu); тубаларов диалект, кумандинцев диалект, чалканцев (челканцев) диалект",,,"Н. А. Баскаков: Алтайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 179–187.",52.2816,87.4827,"Tuba: Turochak, Choya, and Mayma counties in the Republic of Altay by a couple of thousand people; Kumandy: Krasnogorskoye, Solton, Kytmanovo and Tselinnoye counties in Altay Region and in adjacent counties in the Republic of Altay as well as in the towns of Tashtagol and Sheregesh in Kemerovo Province by several thousand people; Chalkan (Kuu): the villages of Kurmach-Baygol, Suranash, Malyy Chibechen’ and Itkuch in Turochak County by approximately 2,000 people; Telengit and Teleut given in the Ethnologue are dialects of Southern Altay",3,True
402,Poitevin-Saintongeais,poitevin-saintongeais,poitevino-santongés,France,FRA,fra,Severely endangered,parlanjhe,,,"www.arantele.org, www.dizou.com
Michel Gautier : Grammaire du poitevin-saintongeais (Geste éditions, 1993)
Liliane Jagueneau : Le parlanjhe en 30 questions (Geste éditions, 1999)",46.0579,-0.5493,the region of Poitou-Charentes and the department of Vendée in Pays de la Loire region as well as northern Gironde in Aquitaine region; a regional language not recognized by the SIL,3,True
1478,Rhenish Franconian,francique rhénan,franconio renano,"Germany, France","DEU, FRA",pfl,Vulnerable,"dialects: Lothringian, Palatinate German, Hessian, South Franconian",,,,49.4467,8.2067,"most parts of Rhineland-Palatinate and Hesse, the east and south of Saarland, the north of Baden-Württemberg, the west of the Lower Franconia region of Bavaria and the Wittgenstein area in North Rhine-Westphalia, Germany; the east of the département of Moselle in the Lorraine region, and the north of Bas-Rhin in Alsace, France; also spoken in émigré communities in the Americas",1,True
409,Scanian,scanien,escaniano,"Denmark, Sweden","DNK, SWE",swe,Vulnerable,Bornholmian (dialect in Denmark),,,,55.724,13.6614,"the regions of Scania, Halland and Blekinge, Sweden; Bornholm island, Denmark; the original ISO code [scy] for Scanian has been retired on false grounds",1,True
680,Siberian Tatar,tatar de Sibérie,tártaro de Siberia,Russian Federation,RUS,tat,Definitely endangered,,,,,56.4624,73.3447,"Tyumen’, Omsk, Novosibirsk and Tomsk provinces; an outlying dialect of Tatar not listed separately by the SIL",2,True
672,South Jutish,jute méridional,juto meridional,"Germany, Denmark","DEU, DNK",jut,Definitely endangered,South Jutlandic,,,,54.8497,9.3081,Schleswig on both sides of Danish-German border,2,True
457,Tazy,taz,tazy,Russian Federation,RUS,,Severely endangered,Taz,,,,43.9236,134.7967,the village of Mikhaylovka [Михайловка] in Ol’ga County in Maritime (Primor’ye) Region; an outlying dialect of Northern Chinese,3,True
1365,Yazva Komi,komi yazva,komi yaz'va,Russian Federation,RUS,koi,Severely endangered,Eastern Permyak,,,,60.0348,57.536,the Yaz’va Valley in Krasnovishera County in northeastern Perm’ Province; an outlying dialect of Permyak subsumed under Komi [kpv] by the SIL,3,True
428,Yiddish (Europe),yiddish (Europe),yiddish (Europa),"Germany, Austria, Belarus, Belgium, Denmark, Estonia, Finland, France, Hungary, Italy, Latvia, Lithuania, Luxembourg, Republic of Moldova, Norway, Netherlands, Poland, Romania, United Kingdom of Great Britain and Northern Ireland, Russian Federation, Slovakia, Sweden, Switzerland, Czech Republic, Ukraine","DEU, AUT, BRB, BEL, DNK, EST, FIN, FRA, HUN, ITA, LVA, LTU, LUX, MDA, NOR, NLD, POL, ROU, GBR, RUS, SVK, SWE, CHE, CZE, UKR",ydd,Definitely endangered,Judeo-German,,,"Neil G. Jacobs: Yiddish: a linguistic introduction. Cambridge: Cambridge University Press, 2005.",53.3571,25.2465,"earlier spoken in large areas mainly in Eastern and East-Central Europe, currently spoken in a few places in Belarus and the Ukraine and in various urban communities, e.g. in Antwerp and London",2,True
